iter	Passed	Remaining
306	411328	3608164
307	412516	3605505
308	413779	3603494
309	415103	3602030
310	416474	3600962
311	417884	3600238
312	419292	3599485
313	420611	3597969
314	421870	3595948
315	423257	3595008
316	424608	3593766
317	426012	3592976
318	427483	3592734
319	428890	3591955
320	430198	3590352
321	431664	3590053
322	433144	3589869
323	434632	3589745
324	435790	3586890
325	437083	3585158
326	438285	3582685
327	439623	3581320
328	440941	3579800
329	442408	3579487
330	443646	3577322
331	444980	3575925
332	446219	3573772
333	447475	3571763
334	448803	3570331
335	450137	3568949
336	451446	3567364
337	452811	3566224
338	454383	3566712
339	455891	3566683
340	457221	3565252
341	458561	3563908
342	459918	3562689
343	461252	3561298
344	462415	3558591
345	463826	3557789
346	465305	3557512
347	466695	3556537
348	467965	3554659
349	469103	3551786
350	470471	3550652
351	471787	3549130
352	473113	3547680
353	474362	3545661
354	475475	3542627
355	476685	3540324
356	477922	3538235
357	479270	3536960
358	480702	3536306
359	482153	3535792
360	483441	3534077
361	484906	3533657
362	486089	3531180
363	487455	3530034
364	488860	3529169
365	490294	3528512
366	491643	3527237
367	493017	3526146
368	494169	3523467
369	495678	3523334
370	496957	3521565
371	498267	3520016
372	499651	3518996
373	500244	3512412
374	501645	3511518
375	502995	3510263
376	504354	3509075
377	505932	3509407
378	507369	3508749
379	508915	3508839
380	510054	3506121
381	511354	3504519
382	512636	3502794
383	514159	3502708
384	515351	3500377
385	516759	3499509
386	518098	3498166
387	519463	3497005
388	520771	3495463
389	522005	3493424
390	523449	3492788
391	524824	3491691
392	526002	3489282
393	527621	3489799
394	529165	3489809
395	530455	3488146
396	531912	3487576
397	533331	3486756
398	534748	3485915
399	536006	3484039
400	537316	3482510
401	538577	3480655
402	539888	3479133
403	541140	3477227
404	542665	3477079
405	543935	3475293
406	545317	3474219
407	546588	3472445
408	547973	3471392
409	549391	3470545
410	551010	3470961
411	552278	3469167
412	553505	3467114
413	554807	3465534
414	556251	3464846
415	557694	3464138
416	559006	3462623
417	560249	3460680
418	561575	3459253
419	562921	3457944
420	564157	3455968
421	565534	3454852
422	566886	3453587
423	567915	3450357
424	569151	3448389
425	570645	3447984
426	572017	3446842
427	573392	3445715
428	574873	3445223
429	576287	3444325
430	577600	3442822
431	578959	3441592
432	580187	3439590
433	581485	3437997
434	582806	3436547
435	584271	3435945
436	585762	3435488
437	587050	3433842
438	588509	3433195
439	589935	3432350
440	591369	3431552
441	592674	3430005
442	593990	3428517
443	595225	3426566
444	596469	3424674
445	597750	3422995
446	598987	3421062
447	600287	3419495
448	601467	3417248
449	602756	3415617
450	604098	3414294
451	605512	3413376
452	606860	3412083
453	608081	3410075
454	609329	3408224
455	610615	3406591
456	611929	3405115
457	613257	3403710
458	614554	3402138
459	615930	3401006
460	617355	3400140
461	618912	3399997
462	620185	3398294
463	621516	3396908
464	622827	3395415
465	624082	3393615
466	625470	3392540
467	626814	3391227
468	628184	3390054
469	629405	3388074
470	630861	3387362
471	632341	3386780
472	633794	3386042
473	635369	3385956
474	636703	3384579
475	637890	3382425
476	639183	3380840
477	640594	3379872
478	641891	3378305
479	643412	3377916
480	644817	3376914
481	646113	3375340
482	647437	3373914
483	648869	3373048
484	650223	3371775
485	651644	3370852
486	652792	3368517
487	654075	3366882
488	655411	3365517
489	656679	3363809
490	658025	3362499
491	659286	3360753
492	660513	3358839
493	661974	3358115
494	663263	3356516
495	664493	3354621
496	665866	3353450
497	667237	3352266
498	668736	3351725
499	670165	3350827
500	671618	3350049
501	673189	3349857
502	674569	3348709
503	675922	3347425
504	677260	3346069
505	678823	3345823
506	680537	3346309
507	682012	3345618
508	683284	3343932
509	684537	3342151
510	685949	3341149
511	687489	3340767
512	688787	3339210
513	690298	3338681
514	691759	3337907
515	693187	3336972
516	694575	3335844
517	695792	3333895
518	697003	3331917
519	698454	3331090
520	699673	3329155
521	700951	3327506
522	702209	3325758
523	703481	3324084
524	704833	3322785
525	706003	3320633
526	707261	3318893
527	708715	3318075
528	710026	3316589
529	711364	3315226
530	712775	3314203
531	714244	3313451
532	715726	3312752
533	716899	3310623
534	718221	3309188
535	719551	3307789
536	720834	3306174
537	722199	3304934
538	723672	3304190
539	724931	3302463
540	726342	3301435
541	727729	3300293
542	729255	3299781
543	730652	3298681
544	731948	3297123
545	733340	3296001
546	734767	3295037
547	736221	3294186
548	737818	3293977
549	739086	3292294
550	740269	3290237
551	741763	3289560
552	743144	3288379
553	744500	3287091
554	745886	3285933
555	747294	3284871
556	748639	3283531
557	750182	3283057
558	751570	3281902
559	752764	3279902
560	754018	3278168
561	755432	3277124
562	756801	3275888
563	758154	3274580
564	759623	3273774
565	761167	3273289
566	762530	3272020
567	763898	3270778
568	765262	3269512
569	766645	3268328
570	767876	3266500
571	769151	3264858
572	770505	3263556
573	771781	3261919
574	773161	3260724
575	774388	3258883
576	775668	3257268
577	776872	3255338
578	778160	3253760
579	779378	3251890
580	780616	3250105
581	782052	3249146
582	783355	3247633
583	784604	3245898
584	785830	3244069
585	787307	3243276
586	788724	3242234
587	789912	3240252
588	791340	3239256
589	792515	3237225
590	794165	3237129
591	795460	3235589
592	796902	3234644
593	798159	3232948
594	799493	3231567
595	800646	3229453
596	801852	3227556
597	803404	3227054
598	804646	3225304
599	805955	3223821
600	807203	3222099
601	808707	3221396
602	810106	3220273
603	811544	3219305
604	813165	3219058
605	814638	3218226
606	816162	3217588
607	817384	3215761
608	818628	3214023
609	820025	3212885
610	821351	3211470
611	822698	3210139
612	823983	3208562
613	825295	3207094
614	826694	3205962
615	828057	3204690
616	829372	3203233
617	830666	3201695
618	832043	3200477
619	833236	3198554
620	834589	3197242
621	835818	3195460
622	837183	3194198
623	838503	3192762
624	840008	3192031
625	841414	3190924
626	842897	3190106
627	844497	3189725
628	845821	3188302
629	847043	3186498
630	848424	3185289
631	849707	3183712
632	851032	3182298
633	852166	3180166
634	853726	3179625
635	855075	3178298
636	856527	3177355
637	858032	3176604
638	859556	3175919
639	860850	3174385
640	862153	3172886
641	863400	3171181
642	864817	3170102
643	866192	3168866
644	867510	3167421
645	868876	3166153
646	870522	3165903
647	871906	3164696
648	872300	3159906
649	873728	3158863
650	875203	3157991
651	876800	3157556
652	878275	3156681
653	879545	3155066
654	880846	3153565
655	882155	3152092
656	883580	3151032
657	884934	3149719
658	886163	3147966
659	887468	3146478
660	888953	3145632
661	890138	3143721
662	891368	3141972
663	892756	3140782
664	894114	3139484
665	895362	3137802
666	896631	3136193
667	898079	3135211
668	899393	3133760
669	900751	3132465
670	901983	3130728
671	903359	3129496
672	904727	3128232
673	905967	3126529
674	907205	3124818
675	908723	3124073
676	910195	3123165
677	911589	3121990
678	913006	3120895
679	914177	3118960
680	915475	3117457
681	916705	3115724
682	917993	3114190
683	919230	3112482
684	920540	3111023
685	921996	3110059
686	923340	3108713
687	924736	3107545
688	926155	3106450
689	927444	3104924
690	928787	3103573
691	930197	3102452
692	931527	3101057
693	932906	3099831
694	934034	3097769
695	935492	3096803
696	936960	3095869
697	938406	3094858
698	939837	3093799
699	941279	3092775
700	942848	3092165
701	944240	3090976
702	945673	3089918
703	947111	3088874
704	948601	3088001
705	949921	3086570
706	951269	3085234
707	952748	3084320
708	954200	3083318
709	955402	3081509
710	956557	3079551
711	957895	3078181
712	959335	3077138
713	960595	3075518
714	961978	3074296
715	963324	3072950
716	964619	3071446
717	965983	3070158
718	967309	3068752
719	968668	3067451
720	970255	3066868
721	971713	3065875
722	972980	3064283
723	974494	3063466
724	975925	3062386
725	977343	3061264
726	978784	3060217
727	980295	3059383
728	981648	3058058
729	982965	3056619
730	984378	3055478
731	985849	3054517
732	987327	3053576
733	988632	3052099
734	990111	3051159
735	991566	3050145
736	992979	3048999
737	994440	3048000
738	996061	3047490
739	997467	3046318
740	998864	3045121
741	1000249	3043885
742	1001710	3042882
743	1003397	3042559
744	1005006	3041998
745	1006407	3040807
746	1007769	3039496
747	1008994	3037775
748	1010494	3036879
749	1011745	3035236
750	1013324	3034575
751	1014805	3033621
752	1016046	3031946
753	1017245	3030149
754	1018639	3028935
755	1020059	3027796
756	1021446	3026559
757	1022887	3025480
758	1024552	3025061
759	1025971	3023914
760	1027525	3023166
761	1029050	3022329
762	1030516	3021317
763	1031702	3019486
764	1033008	3018003
765	1034435	3016879
766	1035912	3015895
767	1037339	3014766
768	1038663	3013339
769	1040109	3012265
770	1041488	3010995
771	1042964	3010007
772	1044479	3009127
773	1046040	3008381
774	1047496	3007328
775	1049005	3006427
776	1050300	3004912
777	1051689	3003669
778	1053061	3002373
779	1054394	3000969
780	1055939	3000166
781	1057474	2999333
782	1058736	2997725
783	1060393	2997235
784	1061874	2996243
785	1063276	2995031
786	1064593	2993578
787	1066184	2992894
788	1067598	2991711
789	1068970	2990410
790	1070393	2989254
791	1071594	2987475
792	1072932	2986081
793	1074405	2985061
794	1075877	2984036
795	1077394	2983138
796	1078797	2981921
797	1080138	2980532
798	1081418	2978975
799	1082625	2977219
800	1083956	2975804
801	1085480	2974920
802	1086922	2973809
803	1088549	2973201
804	1089994	2972096
805	1091316	2970655
806	1092598	2969105
807	1094216	2968468
808	1095852	2967878
809	1097411	2967076
810	1098837	2965914
811	1100109	2964333
812	1101491	2963053
813	1103015	2962153
814	1104465	2961051
815	1105852	2959782
816	1107360	2958835
817	1107726	2954840
818	1109050	2953406
819	1110555	2952452
820	1111948	2951201
821	1113505	2950382
822	1114943	2949249
823	1116519	2948477
824	1118208	2948004
825	1119739	2947110
826	1120998	2945500
827	1122383	2944224
828	1123856	2943175
829	1125042	2941376
830	1126392	2940006
831	1127905	2939060
832	1128659	2936139
833	1130084	2934967
834	1131406	2933528
835	1132996	2932779
836	1134545	2931925
837	1136069	2931003
838	1137633	2930186
839	1139203	2929380
840	1140426	2927681
841	1141815	2926411
842	1143174	2925061
843	1144578	2923827
844	1146041	2922744
845	1147249	2921011
846	1148401	2919135
847	1149851	2918018
848	1151464	2917315
849	1152983	2916369
850	1154494	2915402
851	1155996	2914414
852	1157394	2913160
853	1158559	2911321
854	1160121	2910479
855	1161667	2909598
856	1163130	2908505
857	1164519	2907226
858	1165953	2906061
859	1167404	2904935
860	1168628	2903246
861	1170010	2901951
862	1171445	2900786
863	1172731	2899253
864	1174221	2898223
865	1175730	2897237
866	1177094	2895898
867	1178425	2894474
868	1179948	2893521
869	1181146	2891773
870	1182713	2890926
871	1184065	2889555
872	1185461	2888288
873	1186779	2886833
874	1188148	2885502
875	1189372	2883820
876	1190632	2882227
877	1192179	2881327
878	1193395	2879625
879	1194846	2878494
880	1196196	2877116
881	1197692	2876092
882	1199158	2874993
883	1200409	2873377
884	1201493	2871364
885	1202897	2870118
886	1204165	2868547
887	1205703	2867618
888	1207230	2866664
889	1208512	2865124
890	1209838	2863692
891	1211327	2862644
892	1212840	2861651
893	1214400	2860768
894	1215673	2859210
895	1217093	2857997
896	1218392	2856497
897	1219562	2854699
898	1221097	2853754
899	1222433	2852344
900	1223914	2851273
901	1225307	2849993
902	1226648	2848596
903	1228130	2847524
904	1229418	2846002
905	1230946	2845034
906	1232239	2843523
907	1233788	2842604
908	1235253	2841490
909	1236527	2839936
910	1238022	2838889
911	1239406	2837589
912	1240568	2835779
913	1241929	2834425
914	1243342	2833191
915	1244664	2831746
916	1245938	2830196
917	1247353	2828965
918	1248697	2827572
919	1250143	2826410
920	1251591	2825254
921	1252856	2823682
922	1254308	2822532
923	1255585	2820990
924	1257151	2820096
925	1258360	2818400
926	1259643	2816872
927	1260745	2814940
928	1262015	2813384
929	1263575	2812475
930	1265042	2811356
931	1266492	2810200
932	1268124	2809446
933	1269658	2808474
934	1271129	2807360
935	1272589	2806222
936	1273948	2804862
937	1275522	2803973
938	1276943	2802748
939	1278320	2801426
940	1279641	2799980
941	1281090	2798815
942	1282355	2797247
943	1283813	2796102
944	1285334	2795093
945	1286699	2793743
946	1288048	2792358
947	1289598	2791409
948	1291035	2790215
949	1292620	2789338
950	1293949	2787909
951	1295407	2786759
952	1296809	2785487
953	1298332	2784474
954	1299701	2783130
955	1301135	2781926
956	1302607	2780801
957	1303958	2779419
958	1305565	2778580
959	1306870	2777098
960	1308233	2775741
961	1309772	2774756
962	1311113	2773351
963	1312484	2772010
964	1313763	2770476
965	1315004	2768861
966	1316477	2767734
967	1317888	2766477
968	1319283	2765184
969	1320664	2763865
970	1322052	2762558
971	1323488	2761352
972	1324667	2759609
973	1326280	2758772
974	1327638	2757403
975	1329046	2756138
976	1330395	2754749
977	1331859	2753598
978	1333328	2752458
979	1334705	2751126
980	1336021	2749671
981	1337250	2748036
982	1338732	2746921
983	1340118	2745608
984	1341693	2744682
985	1343357	2743937
986	1344609	2742350
987	1345832	2740703
988	1347276	2739507
989	1348872	2738620
990	1350232	2737252
991	1351612	2735924
992	1353021	2734657
993	1354392	2733311
994	1356009	2732460
995	1357381	2731116
996	1358892	2730051
997	1360120	2728417
998	1361512	2727112
999	1363057	2726114
1000	1364497	2724905
1001	1365929	2723679
1002	1367270	2722272
1003	1368516	2720675
1004	1369936	2719426
1005	1371312	2718089
1006	1372806	2716983
1007	1374100	2715483
1008	1375391	2713979
1009	1376622	2712354
1010	1377972	2710967
1011	1379359	2709650
1012	1380714	2708273
1013	1382077	2706908
1014	1383611	2705881
1015	1384875	2704324
1016	1386084	2702660
1017	1387513	2701425
1018	1388896	2700102
1019	1390080	2698390
1020	1391331	2696812
1021	1392798	2695650
1022	1394356	2694666
1023	1395862	2693578
1024	1397301	2692361
1025	1398276	2690250
1026	1399807	2689211
1027	1401310	2688116
1028	1402720	2686843
1029	1404165	2685636
1030	1405451	2684126
1031	1406708	2682560
1032	1408347	2681722
1033	1409877	2680675
1034	1411289	2679404
1035	1412584	2677911
1036	1414009	2676663
1037	1415204	2674982
1038	1416822	2674098
1039	1418411	2673160
1040	1419872	2671978
1041	1421334	2670799
1042	1422904	2669822
1043	1424429	2668757
1044	1425810	2667426
1045	1427156	2666027
1046	1428574	2664761
1047	1430061	2663626
1048	1431480	2662362
1049	1432761	2660842
1050	1434217	2659647
1051	1435609	2658334
1052	1437133	2657264
1053	1438356	2655638
1054	1439714	2654259
1055	1441278	2653263
1056	1442837	2652253
1057	1444202	2650889
1058	1445692	2649753
1059	1447139	2648538
1060	1448347	2646884
1061	1449627	2645365
1062	1451026	2644061
1063	1452636	2643142
1064	1453925	2641639
1065	1455447	2640559
1066	1457009	2639549
1067	1458486	2638384
1068	1460081	2637433
1069	1461442	2636060
1070	1462614	2634345
1071	1464247	2633459
1072	1465570	2632016
1073	1466758	2630332
1074	1468087	2628900
1075	1469191	2627066
1076	1470517	2625630
1077	1472209	2624848
1078	1473692	2623692
1079	1475063	2622335
1080	1476411	2620937
1081	1477511	2619100
1082	1479129	2618181
1083	1480728	2617227
1084	1482076	2615830
1085	1483515	2614593
1086	1484852	2613175
1087	1486251	2611869
1088	1487547	2610380
1089	1488747	2608722
1090	1490081	2607300
1091	1491498	2606024
1092	1492728	2604421
1093	1494139	2603134
1094	1495805	2602291
1095	1497323	2601190
1096	1498869	2600135
1097	1500034	2598420
1098	1501634	2597458
1099	1503097	2596259
1100	1504547	2595037
1101	1505954	2593740
1102	1507608	2592867
1103	1509042	2591616
1104	1510457	2590332
1105	1511940	2589164
1106	1513512	2588146
1107	1515014	2587011
1108	1516482	2585813
1109	1517977	2584663
1110	1519515	2583586
1111	1520866	2582191
1112	1522106	2580606
1113	1523335	2579003
1114	1524839	2577868
1115	1526258	2576587
1116	1527641	2575245
1117	1528999	2573861
1118	1530480	2572683
1119	1531896	2571397
1120	1533355	2570183
1121	1534902	2569114
1122	1536607	2568309
1123	1538074	2567106
1124	1539217	2565361
1125	1540867	2564463
1126	1542234	2563091
1127	1543567	2561664
1128	1544993	2560391
1129	1546443	2559158
1130	1547824	2557810
1131	1549109	2556303
1132	1550573	2555094
1133	1551975	2553779
1134	1553466	2552612
1135	1554930	2551399
1136	1556230	2549919
1137	1557735	2548772
1138	1558919	2547101
1139	1560288	2545734
1140	1561733	2544489
1141	1563145	2543191
1142	1564282	2541446
1143	1565610	2540011
1144	1566940	2538580
1145	1568150	2536956
1146	1569738	2535942
1147	1571212	2534743
1148	1572278	2532887
1149	1573484	2531257
1150	1575065	2530231
1151	1576498	2528966
1152	1577723	2527368
1153	1579035	2525909
1154	1580557	2524786
1155	1581761	2523156
1156	1583071	2521694
1157	1584360	2520200
1158	1585973	2519221
1159	1587638	2518323
1160	1589033	2516995
1161	1590378	2515590
1162	1591998	2514618
1163	1593384	2513277
1164	1594692	2511812
1165	1596446	2511049
1166	1597892	2509801
1167	1599313	2508512
1168	1600656	2507102
1169	1602091	2505835
1170	1603155	2503989
1171	1604295	2502262
1172	1605583	2500767
1173	1607020	2499505
1174	1608587	2498443
1175	1610059	2497235
1176	1611639	2496192
1177	1613044	2494878
1178	1614625	2493836
1179	1616259	2492875
1180	1617608	2491473
1181	1618993	2490127
1182	1620199	2488506
1183	1621687	2487318
1184	1623165	2486113
1185	1624461	2484631
1186	1625892	2483355
1187	1627287	2482024
1188	1628624	2480604
1189	1630071	2479352
1190	1631441	2477983
1191	1632809	2476609
1192	1634281	2475394
1193	1635733	2474149
1194	1637048	2472696
1195	1638611	2471618
1196	1640174	2470538
1197	1641667	2469352
1198	1643232	2468275
1199	1644681	2467021
1200	1646047	2465645
1201	1647437	2464303
1202	1648522	2462506
1203	1649865	2461095
1204	1651399	2459968
1205	1652852	2458720
1206	1654107	2457179
1207	1655415	2455715
1208	1656930	2454559
1209	1658322	2453220
1210	1659742	2451922
1211	1661096	2450528
1212	1662552	2449284
1213	1664095	2448166
1214	1665550	2446920
1215	1666850	2445445
1216	1668065	2443846
1217	1669475	2442533
1218	1670661	2440892
1219	1672143	2439685
1220	1673670	2438541
1221	1675111	2437273
1222	1676425	2435820
1223	1677568	2434118
1224	1678932	2432739
1225	1680479	2431624
1226	1681872	2430284
1227	1683061	2428652
1228	1684529	2427422
1229	1685965	2426144
1230	1687279	2424693
1231	1688688	2423377
1232	1690303	2422357
1233	1691730	2421066
1234	1692875	2419372
1235	1694129	2417834
1236	1695819	2416920
1237	1697181	2415535
1238	1698477	2414059
1239	1699778	2412588
1240	1701181	2411264
1241	1702546	2409885
1242	1703976	2408597
1243	1705284	2407137
1244	1706743	2405890
1245	1708077	2404468
1246	1709609	2403324
1247	1710969	2401937
1248	1712256	2400448
1249	1713486	2398880
1250	1714873	2397532
1251	1716201	2396102
1252	1717636	2394821
1253	1719033	2393487
1254	1720682	2392502
1255	1722124	2391229
1256	1723488	2389849
1257	1724873	2388497
1258	1726056	2386866
1259	1727527	2385633
1260	1729032	2384446
1261	1730534	2383255
1262	1731765	2381691
1263	1732872	2379958
1264	1734193	2378518
1265	1735622	2377227
1266	1737021	2375894
1267	1738362	2374482
1268	1739717	2373089
1269	1741245	2371933
1270	1742626	2370575
1271	1743987	2369190
1272	1745388	2367860
1273	1746754	2366482
1274	1748168	2365168
1275	1749358	2363553
1276	1750740	2362197
1277	1752271	2361041
1278	1753513	2359496
1279	1754836	2358061
1280	1756070	2356506
1281	1757427	2355117
1282	1758685	2353595
1283	1760096	2352278
1284	1761367	2350774
1285	1762659	2349298
1286	1764248	2348218
1287	1765624	2346854
1288	1767008	2345501
1289	1768154	2343832
1290	1769439	2342348
1291	1770786	2340946
1292	1772128	2339538
1293	1773701	2338434
1294	1775076	2337070
1295	1776708	2336042
1296	1778135	2334745
1297	1779586	2333479
1298	1780961	2332113
1299	1782256	2330643
1300	1783649	2329300
1301	1784954	2327843
1302	1786338	2326489
1303	1787730	2325146
1304	1789240	2323956
1305	1790837	2322878
1306	1792284	2321604
1307	1793542	2320086
1308	1795131	2318996
1309	1796546	2317682
1310	1798142	2316599
1311	1799473	2315176
1312	1800931	2313916
1313	1802271	2312503
1314	1803767	2311291
1315	1805339	2310175
1316	1806641	2308715
1317	1807788	2307056
1318	1809239	2305785
1319	1810696	2304523
1320	1812011	2303078
1321	1813144	2301403
1322	1814546	2300071
1323	1815783	2298529
1324	1816944	2296891
1325	1818275	2295469
1326	1819592	2294030
1327	1821052	2292770
1328	1822561	2291572
1329	1824061	2290363
1330	1825536	2289120
1331	1827090	2287978
1332	1828728	2286939
1333	1830218	2285715
1334	1831606	2284363
1335	1832938	2282941
1336	1834364	2281636
1337	1835854	2280410
1338	1837330	2279167
1339	1838993	2278155
1340	1840316	2276722
1341	1841828	2275522
1342	1843156	2274095
1343	1844539	2272736
1344	1845950	2271411
1345	1847189	2269875
1346	1848520	2268451
1347	1849755	2266910
1348	1850967	2265343
1349	1852289	2263909
1350	1853520	2262365
1351	1854918	2261025
1352	1856408	2259796
1353	1857888	2258556
1354	1859423	2257381
1355	1860920	2256160
1356	1862255	2254742
1357	1863602	2253339
1358	1864813	2251773
1359	1866094	2250289
1360	1867331	2248755
1361	1868717	2247400
1362	1870172	2246127
1363	1871437	2244627
1364	1872688	2243110
1365	1874368	2242107
1366	1875759	2240757
1367	1877106	2239355
1368	1878579	2238103
1369	1880024	2236817
1370	1881601	2235688
1371	1882968	2234309
1372	1884437	2233051
1373	1885751	2231609
1374	1887125	2230239
1375	1888458	2228819
1376	1889655	2227241
1377	1890982	2225815
1378	1892617	2224751
1379	1894063	2223465
1380	1895537	2222212
1381	1897078	2221036
1382	1898399	2219603
1383	1899990	2218485
1384	1901405	2217162
1385	1902537	2215509
1386	1903807	2214016
1387	1905366	2212860
1388	1906614	2211343
1389	1907916	2209888
1390	1909067	2208260
1391	1910275	2206697
1392	1911458	2205106
1393	1912526	2203384
1394	1914078	2202219
1395	1915210	2200571
1396	1916593	2199212
1397	1917937	2197808
1398	1919279	2196402
1399	1920682	2195066
1400	1922050	2193688
1401	1923323	2192204
1402	1924612	2190738
1403	1926176	2189585
1404	1927716	2188404
1405	1929007	2186940
1406	1930483	2185686
1407	1931941	2184411
1408	1933268	2182988
1409	1934705	2181688
1410	1936144	2180392
1411	1937616	2179132
1412	1938918	2177680
1413	1940381	2176410
1414	1941741	2175024
1415	1943113	2173652
1416	1944562	2172366
1417	1945945	2171005
1418	1947404	2169730
1419	1948902	2168497
1420	1950150	2166986
1421	1951548	2165642
1422	1952833	2164172
1423	1954194	2162788
1424	1955351	2161178
1425	1956715	2159796
1426	1958159	2158503
1427	1959408	2156995
