iter	Passed	Remaining
1428	1960916	2155773
1429	1962377	2154498
1430	1963957	2153353
1431	1965415	2152075
1432	1966883	2150807
1433	1968365	2149553
1434	1969531	2147956
1435	1970880	2146558
1436	1972190	2145117
1437	1973346	2143510
1438	1974781	2142206
1439	1976189	2140871
1440	1977719	2139669
1441	1979263	2138483
1442	1980654	2137130
1443	1981915	2135636
1444	1983153	2134120
1445	1984419	2132633
1446	1985566	2131019
1447	1987038	2129753
1448	1988397	2128368
1449	1989636	2126853
1450	1991041	2125515
1451	1992491	2124226
1452	1994104	2123110
1453	1995536	2121801
1454	1996991	2120516
1455	1998466	2119252
1456	1999658	2117688
1457	2000560	2115819
1458	2002161	2114688
1459	2003594	2113380
1460	2004905	2111943
1461	2006201	2110490
1462	2007434	2108972
1463	2008735	2107525
1464	2010053	2106096
1465	2011459	2104760
1466	2012973	2103536
1467	2014523	2102349
1468	2016034	2101122
1469	2017425	2099769
1470	2018788	2098387
1471	2020237	2097094
1472	2021722	2095838
1473	2023360	2094741
1474	2024783	2093420
1475	2026023	2091910
1476	2027312	2090451
1477	2028637	2089029
1478	2029967	2087613
1479	2031299	2086199
1480	2032558	2084710
1481	2033750	2083153
1482	2035106	2081764
1483	2036548	2080462
1484	2037912	2079082
1485	2039272	2077697
1486	2040779	2076462
1487	2042323	2075264
1488	2043578	2073772
1489	2044857	2072305
1490	2046187	2070890
1491	2047587	2069545
1492	2048919	2068132
1493	2050370	2066839
1494	2051750	2065474
1495	2053207	2064187
1496	2054365	2062599
1497	2055861	2061351
1498	2057489	2060234
1499	2058760	2058760
1500	2060103	2057358
1501	2061485	2055995
1502	2062927	2054692
1503	2064139	2053160
1504	2065345	2051622
1505	2066598	2050131
1506	2067974	2048763
1507	2069122	2047168
1508	2070245	2045551
1509	2071622	2044183
1510	2073164	2042979
1511	2074250	2041326
1512	2075608	2039940
1513	2077017	2038605
1514	2078467	2037310
1515	2079744	2035844
1516	2081076	2034434
1517	2082455	2033069
1518	2083725	2031597
1519	2085118	2030247
1520	2086466	2028852
1521	2087775	2027419
1522	2089059	2025962
1523	2090411	2024572
1524	2091584	2023007
1525	2093010	2021689
1526	2094505	2020436
1527	2095992	2019175
1528	2097296	2017739
1529	2098737	2016433
1530	2100028	2014984
1531	2101540	2013747
1532	2103086	2012542
1533	2104468	2011180
1534	2105667	2009643
1535	2106930	2008167
1536	2108352	2006844
1537	2109668	2005419
1538	2111175	2004176
1539	2112640	2002893
1540	2114107	2001611
1541	2115536	2000293
1542	2116704	1998729
1543	2118084	1997364
1544	2119507	1996040
1545	2120871	1994661
1546	2122252	1993298
1547	2123733	1992029
1548	2125068	1990622
1549	2126444	1989254
1550	2127789	1987857
1551	2129181	1986504
1552	2130729	1985296
1553	2132106	1983929
1554	2133298	1982389
1555	2134932	1981261
1556	2136478	1980050
1557	2138079	1978889
1558	2139583	1977639
1559	2141025	1976331
1560	2142577	1975124
1561	2144106	1973895
1562	2145569	1972606
1563	2146977	1971265
1564	2148317	1969863
1565	2149731	1968527
1566	2151000	1967060
1567	2152406	1965717
1568	2153947	1964499
1569	2155400	1963199
1570	2156687	1961748
1571	2157944	1960269
1572	2159208	1958798
1573	2160685	1957520
1574	2162236	1956309
1575	2163722	1955038
1576	2165177	1953739
1577	2166823	1952613
1578	2168264	1951300
1579	2169622	1949913
1580	2171000	1948545
1581	2172243	1947054
1582	2173600	1945667
1583	2175127	1944432
1584	2176308	1942886
1585	2177551	1941398
1586	2179075	1940160
1587	2180644	1938961
1588	2182163	1937716
1589	2183455	1936271
1590	2184777	1934853
1591	2186092	1933428
1592	2187491	1932077
1593	2188759	1930612
1594	2190103	1929213
1595	2191458	1927824
1596	2193080	1926669
1597	2194535	1925368
1598	2195786	1923887
1599	2197066	1922433
1600	2198631	1921227
1601	2199904	1919766
1602	2201402	1918502
1603	2202698	1917061
1604	2204098	1915712
1605	2205388	1914265
1606	2206923	1913032
1607	2208256	1911624
1608	2209781	1910382
1609	2211278	1909116
1610	2212474	1907589
1611	2213872	1906238
1612	2215287	1904899
1613	2216831	1903673
1614	2218274	1902359
1615	2219750	1901073
1616	2221159	1899730
1617	2222658	1898463
1618	2223876	1896956
1619	2225348	1895667
1620	2226645	1894228
1621	2227997	1892836
1622	2229225	1891338
1623	2230691	1890044
1624	2232188	1888774
1625	2233452	1887308
1626	2234766	1885884
1627	2236170	1884536
1628	2237558	1883175
1629	2239057	1881907
1630	2240265	1880394
1631	2241601	1878989
1632	2243017	1877651
1633	2244297	1876199
1634	2245615	1874780
1635	2246869	1873307
1636	2248171	1871874
1637	2249575	1870525
1638	2251046	1869233
1639	2252446	1867882
1640	2253905	1866580
1641	2255201	1865142
1642	2256933	1864064
1643	2258469	1862825
1644	2260208	1861752
1645	2261671	1860451
1646	2263225	1859225
1647	2264874	1858076
1648	2266430	1856851
1649	2267932	1855581
1650	2269459	1854331
1651	2270920	1853026
1652	2272292	1851650
1653	2273657	1850267
1654	2275229	1849053
1655	2276539	1847626
1656	2278061	1846370
1657	2279615	1845141
1658	2281166	1843908
1659	2282713	1842672
1660	2284271	1841444
1661	2285809	1840200
1662	2287241	1838870
1663	2288529	1837424
1664	2289946	1836083
1665	2291673	1834989
1666	2293101	1833655
1667	2294671	1832435
1668	2296184	1831169
1669	2297527	1829767
1670	2299242	1828661
1671	2300541	1827224
1672	2301813	1825766
1673	2303289	1824469
1674	2304840	1823231
1675	2306316	1821935
1676	2307520	1820422
1677	2309059	1819175
1678	2310445	1817807
1679	2311518	1816193
1680	2312958	1814867
1681	2314613	1813710
1682	2316067	1812395
1683	2317507	1811068
1684	2318971	1809761
1685	2320594	1808577
1686	2322159	1807347
1687	2323529	1805966
1688	2325002	1804664
1689	2326425	1803323
1690	2327842	1801978
1691	2329321	1800680
1692	2330708	1799312
1693	2332328	1798123
1694	2333864	1796868
1695	2335286	1795526
1696	2336688	1794169
1697	2338198	1792894
1698	2339900	1791765
1699	2341395	1790478
1700	2342960	1789245
1701	2344479	1787975
1702	2345997	1786704
1703	2347518	1785436
1704	2349065	1784187
1705	2350653	1782969
1706	2352154	1781684
1707	2353586	1780347
1708	2355014	1779007
1709	2356535	1777737
1710	2358314	1776660
1711	2359822	1775380
1712	2361239	1774030
1713	2362895	1772861
1714	2364337	1771530
1715	2365753	1770178
1716	2367192	1768845
1717	2368712	1767572
1718	2370355	1766390
1719	2372121	1765299
1720	2373741	1764099
1721	2375390	1762920
1722	2376918	1761651
1723	2378496	1760418
1724	2380018	1759143
1725	2381444	1757798
1726	2382714	1756337
1727	2384136	1754989
1728	2385552	1753636
1729	2387020	1752321
1730	2388623	1751105
1731	2390247	1749903
1732	2391982	1748783
1733	2393386	1747420
1734	2394604	1745921
1735	2395999	1744552
1736	2397860	1743521
1737	2399449	1742292
1738	2401092	1741102
1739	2402416	1739680
1740	2403711	1738238
1741	2405124	1736881
1742	2406685	1735630
1743	2407868	1734106
1744	2409400	1732835
1745	2410679	1731381
1746	2412119	1730043
1747	2413586	1728724
1748	2415219	1727524
1749	2416674	1726196
1750	2418113	1724856
1751	2419809	1723699
1752	2421136	1722280
1753	2422732	1721051
1754	2423982	1719577
1755	2425467	1718270
1756	2426861	1716897
1757	2428292	1715551
1758	2429621	1714133
1759	2431048	1712784
1760	2432505	1711456
1761	2433971	1710134
1762	2435563	1708900
1763	2437353	1707805
1764	2438866	1706515
1765	2440316	1705181
1766	2441902	1703942
1767	2443351	1702607
1768	2444751	1701237
1769	2446187	1699892
1770	2447878	1698725
1771	2449317	1697382
1772	2450808	1696075
1773	2452384	1694827
1774	2453834	1693491
1775	2455319	1692179
1776	2456996	1690999
1777	2458516	1689711
1778	2460077	1688451
1779	2461533	1687118
1780	2462958	1685764
1781	2464481	1684477
1782	2465855	1683088
1783	2467106	1681615
1784	2468769	1680422
1785	2470366	1679185
1786	2471898	1677902
1787	2473345	1676563
1788	2474792	1675222
1789	2476340	1673950
1790	2477872	1672667
1791	2479358	1671353
1792	2480629	1669894
1793	2482023	1668517
1794	2483440	1667156
1795	2484842	1665785
1796	2486399	1664517
1797	2487976	1663263
1798	2489613	1662048
1799	2491154	1660769
1800	2492562	1659401
1801	2494077	1658104
1802	2495622	1656827
1803	2496983	1655428
1804	2498548	1654163
1805	2499911	1652765
1806	2501223	1651333
1807	2502512	1649886
1808	2504058	1648608
1809	2505620	1647341
1810	2507178	1646071
1811	2508593	1644707
1812	2509970	1643317
1813	2511238	1641856
1814	2512880	1640641
1815	2514238	1639239
1816	2515534	1637797
1817	2516955	1636436
1818	2518344	1635055
1819	2519904	1633784
1820	2521565	1632578
1821	2523059	1631264
1822	2524561	1629955
1823	2525921	1628554
1824	2527350	1627198
1825	2528783	1625844
1826	2530196	1624477
1827	2531408	1622981
1828	2532826	1621618
1829	2534294	1620286
1830	2535599	1618850
1831	2537309	1617673
1832	2538822	1616369
1833	2540195	1614976
1834	2541660	1613643
1835	2543207	1612360
1836	2544666	1611022
1837	2546152	1609700
1838	2547456	1608263
1839	2548872	1606898
1840	2550075	1605397
1841	2551506	1604041
1842	2552932	1602681
1843	2554090	1601154
1844	2555519	1599796
1845	2557097	1598532
1846	2558773	1597328
1847	2560373	1596076
1848	2561781	1594705
1849	2563498	1593526
1850	2564889	1592143
1851	2566349	1590804
1852	2567775	1589443
1853	2569352	1588175
1854	2571010	1586957
1855	2572243	1585477
1856	2573652	1584105
1857	2575363	1582920
1858	2576727	1581520
1859	2578014	1580073
1860	2579641	1578834
1861	2581130	1577511
1862	2582367	1576034
1863	2584035	1574820
1864	2585450	1573450
1865	2587013	1572172
1866	2588542	1570872
1867	2590209	1569655
1868	2591895	1568450
1869	2593403	1567136
1870	2594858	1565791
1871	2596278	1564424
1872	2597553	1562969
1873	2598931	1561577
1874	2600305	1560183
1875	2601989	1558974
1876	2603361	1557578
1877	2604849	1556251
1878	2606173	1554827
1879	2607653	1553495
1880	2609093	1552140
1881	2610542	1550789
1882	2611840	1549350
1883	2613458	1548099
1884	2614844	1546711
1885	2616440	1545447
1886	2617809	1544049
1887	2619542	1542865
1888	2620833	1541421
1889	2622266	1540061
1890	2623601	1538643
1891	2624995	1537259
1892	2626449	1535910
1893	2627792	1534497
1894	2629155	1533096
1895	2630629	1531758
1896	2632078	1530407
1897	2633658	1529131
1898	2635181	1527822
1899	2636519	1526405
1900	2638125	1525144
1901	2639327	1523649
1902	2640922	1522381
1903	2642280	1520976
1904	2643559	1519526
1905	2645091	1518221
1906	2646543	1516870
1907	2647952	1515494
1908	2649403	1514142
1909	2650810	1512766
1910	2652017	1511275
1911	2653609	1510003
1912	2655157	1508706
1913	2656480	1507282
1914	2657953	1505942
1915	2659312	1504537
1916	2660733	1503168
1917	2662114	1501776
1918	2663670	1500483
1919	2665137	1499139
1920	2666547	1497763
1921	2668152	1496497
1922	2669660	1495176
1923	2671093	1493812
1924	2672449	1492407
1925	2673773	1490982
1926	2675040	1489527
1927	2676220	1488022
1928	2676828	1486201
1929	2678648	1485053
1930	2680213	1483764
1931	2681692	1482426
1932	2683209	1481109
1933	2684788	1479826
1934	2686037	1478361
1935	2687409	1476964
1936	2688827	1475592
1937	2690307	1474255
1938	2691842	1472947
1939	2693484	1471697
1940	2694984	1470370
1941	2696411	1469002
1942	2697933	1467686
1943	2699383	1466331
1944	2701084	1465112
1945	2702340	1463652
1946	2703725	1462261
1947	2705164	1460899
1948	2706483	1459473
1949	2707913	1458107
1950	2709218	1456673
1951	2710652	1455309
1952	2712049	1453924
1953	2713740	1452698
1954	2715216	1451356
1955	2716570	1449948
1956	2717968	1448564
1957	2719251	1447119
1958	2720745	1445786
1959	2722046	1444351
1960	2723467	1442979
1961	2724891	1441609
1962	2726464	1440317
1963	2727734	1438866
1964	2729195	1437515
1965	2730606	1436138
1966	2731986	1434744
1967	2733594	1433470
1968	2735113	1432149
1969	2736441	1430728
1970	2737792	1429319
1971	2739442	1428066
1972	2740742	1426630
1973	2742256	1425306
1974	2743810	1424003
1975	2745072	1422547
1976	2746540	1421199
1977	2747672	1419676
1978	2749106	1418311
1979	2750509	1416929
1980	2752035	1415610
1981	2753564	1414292
1982	2755141	1412999
1983	2756614	1411653
1984	2757999	1410261
1985	2759348	1408851
1986	2760750	1407468
1987	2762258	1406139
1988	2763656	1404754
1989	2765063	1403373
1990	2766466	1401991
1991	2767987	1400668
1992	2769391	1399286
1993	2770739	1397875
1994	2772271	1396557
1995	2773737	1395206
1996	2775041	1393774
1997	2776383	1392360
1998	2777872	1391020
1999	2779354	1389677
2000	2780734	1388282
2001	2782166	1386913
2002	2783644	1385568
2003	2785266	1384294
2004	2786604	1382878
2005	2787998	1381491
2006	2789407	1380110
2007	2790917	1378779
2008	2792329	1377401
2009	2793707	1376005
2010	2795147	1374639
2011	2796513	1373238
2012	2797809	1371802
2013	2799133	1370380
2014	2800418	1368939
2015	2801775	1367533
2016	2803229	1366174
2017	2804685	1364817
2018	2806190	1363483
2019	2807672	1362138
2020	2808868	1360654
2021	2810147	1359210
2022	2811533	1357819
2023	2813018	1356475
2024	2814481	1355120
2025	2816079	1353830
2026	2817447	1352430
2027	2818989	1351113
2028	2820555	1349807
2029	2821928	1348409
2030	2823362	1347040
2031	2824801	1345673
2032	2826203	1344288
2033	2827647	1342923
2034	2829156	1341590
2035	2830553	1340202
2036	2831703	1338699
2037	2833169	1337344
2038	2834484	1335919
2039	2836011	1334593
2040	2837186	1333102
2041	2838467	1331660
2042	2839844	1330264
2043	2841217	1328866
2044	2843009	1327664
2045	2844708	1326418
2046	2846182	1325066
2047	2847704	1323737
2048	2849170	1322382
2049	2850395	1320914
2050	2851822	1319541
2051	2853205	1318147
2052	2854421	1316676
2053	2855477	1315132
2054	2856802	1313712
2055	2858303	1312373
2056	2859857	1311057
2057	2861362	1309719
2058	2862948	1308419
2059	2864224	1306976
2060	2865493	1305530
2061	2866853	1304126
2062	2868147	1302692
2063	2869553	1301309
2064	2871064	1299973
2065	2872419	1298567
2066	2873646	1297103
2067	2875056	1295721
2068	2876561	1294383
2069	2877811	1292929
2070	2879242	1291557
2071	2880898	1290286
2072	2882343	1288920
2073	2883692	1287511
2074	2885135	1286144
2075	2886559	1284769
2076	2888085	1283438
2077	2889470	1282046
2078	2890608	1280543
2079	2891781	1279057
2080	2893260	1277706
2081	2894768	1276367
2082	2896248	1275016
2083	2897719	1273661
2084	2898896	1272177
2085	2900175	1270738
2086	2901637	1269379
2087	2902837	1267905
2088	2904188	1266498
2089	2905418	1265038
2090	2906806	1263647
2091	2908042	1262190
2092	2909246	1260719
2093	2910732	1259371
2094	2912001	1257929
2095	2913321	1256508
2096	2914749	1255135
2097	2916115	1253735
2098	2917503	1252344
2099	2919057	1251024
2100	2920450	1249635
2101	2921872	1248259
2102	2923307	1246888
2103	2924834	1245556
2104	2926199	1244156
2105	2927404	1242687
2106	2928561	1241198
2107	2929966	1239815
2108	2931322	1238410
2109	2932818	1237065
2110	2934309	1235718
2111	2935848	1234390
2112	2937304	1233028
2113	2938684	1231634
2114	2940193	1230293
2115	2941696	1228950
2116	2943151	1227587
2117	2944685	1226257
2118	2946121	1224885
2119	2947400	1223449
2120	2948711	1222026
2121	2950150	1220656
2122	2951402	1219208
2123	2952759	1217804
2124	2954139	1216410
2125	2955838	1215146
2126	2957397	1213826
2127	2958899	1212481
2128	2960170	1211041
2129	2961585	1209661
2130	2962820	1208207
2131	2964191	1206809
2132	2965665	1205453
2133	2967096	1204079
2134	2968599	1202734
2135	2970014	1201354
2136	2971254	1199902
2137	2972704	1198536
2138	2974059	1197132
2139	2975408	1195725
2140	2976816	1194341
2141	2978145	1192926
2142	2979535	1191536
2143	2981060	1190199
2144	2982446	1188807
2145	2983942	1187459
2146	2985271	1186044
2147	2986689	1184664
2148	2988275	1183351
2149	2989720	1181982
2150	2990977	1180539
2151	2992472	1179190
2152	2994040	1177869
2153	2995445	1176484
2154	2996837	1175093
2155	2998243	1173709
2156	2999657	1172328
2157	3001229	1171008
2158	3002791	1169683
2159	3004417	1168384
2160	3005934	1167042
2161	3007264	1165628
2162	3008481	1164169
2163	3009890	1162785
2164	3011414	1161446
2165	3012934	1160104
2166	3014386	1158737
2167	3015914	1157398
2168	3017249	1155986
2169	3018545	1154558
2170	3020167	1153255
2171	3021594	1151878
2172	3023052	1150512
2173	3024438	1149119
2174	3025651	1147660
2175	3026806	1146180
2176	3028357	1144849
2177	3029848	1143496
2178	3031444	1142182
2179	3032864	1140802
2180	3034133	1139365
2181	3035719	1138046
2182	3037383	1136757
2183	3038498	1135263
2184	3040028	1133923
2185	3041236	1132464
2186	3042731	1131111
2187	3044174	1129739
2188	3045703	1128399
2189	3047151	1127028
2190	3048685	1125689
2191	3050041	1124285
2192	3051324	1122853
2193	3052832	1121505
2194	3054148	1120086
2195	3055510	1118684
2196	3057022	1117336
2197	3058448	1115958
2198	3059889	1114584
2199	3061464	1113259
2200	3062594	1111773
2201	3063902	1110351
2202	3065380	1108991
2203	3066878	1107638
2204	3068293	1106255
2205	3069701	1104869
2206	3071097	1103479
2207	3072376	1102048
2208	3073783	1100662
2209	3075245	1099295
2210	3076654	1097910
2211	3078028	1096512
2212	3079502	1095150
2213	3080986	1093792
2214	3082544	1092459
2215	3083841	1091034
2216	3085130	1089606
2217	3086253	1088120
2218	3087523	1086685
2219	3088979	1085317
2220	3090364	1083923
2221	3091856	1082567
2222	3093189	1081155
2223	3094745	1079821
2224	3096154	1078435
2225	3097603	1077064
2226	3099130	1075719
2227	3100767	1074413
2228	3102436	1073117
2229	3103956	1071769
2230	3105479	1070422
2231	3107052	1069093
2232	3108430	1067696
2233	3109900	1066331
2234	3111189	1064903
2235	3112788	1063582
2236	3114399	1062265
2237	3115990	1060940
2238	3117367	1059543
2239	3118848	1058180
2240	3120335	1056820
2241	3121756	1055437
2242	3123217	1054068
2243	3124589	1052669
2244	3126125	1051325
2245	3127623	1049967
2246	3129191	1048634
2247	3130578	1047239
2248	3132255	1045942
2249	3133758	1044586
2250	3135115	1043181
2251	3136425	1041761
2252	3137674	1040320
2253	3139075	1038930
2254	3140681	1037608
2255	3142248	1036273
2256	3143693	1034897
2257	3145160	1033529
2258	3146701	1032185
2259	3148221	1030833
2260	3149545	1029418
2261	3151185	1028105
2262	3152449	1026670
2263	3154005	1025330
2264	3155347	1023920
2265	3156908	1022582
2266	3158301	1021188
2267	3159839	1019842
2268	3161354	1018488
2269	3162891	1017141
2270	3164194	1015719
2271	3165529	1014306
2272	3166954	1012923
2273	3168312	1011519
2274	3169901	1010188
2275	3171432	1008838
2276	3172918	1007474
2277	3174560	1006160
2278	3175953	1004766
2279	3177412	1003393
2280	3178849	1002013
2281	3180190	1000603
2282	3181758	999264
2283	3183354	997934
2284	3184865	996577
2285	3186074	995125
2286	3187444	993724
2287	3188793	992316
2288	3190307	990960
2289	3191750	989582
2290	3193061	988162
2291	3194537	986794
2292	3195985	985417
2293	3197285	983994
2294	3198673	982599
2295	3200210	981249
2296	3201540	979835
2297	3203037	978473
2298	3204212	977013
2299	3205451	975572
2300	3207062	974244
2301	3208563	972883
2302	3209978	971495
2303	3211377	970103
2304	3212669	968679
2305	3214048	967280
2306	3215607	965936
2307	3216987	964538
2308	3218173	963082
2309	3219737	961739
2310	3221400	960426
2311	3222767	959024
2312	3223963	957571
2313	3225545	956233
2314	3226929	954836
2315	3228296	953434
2316	3229659	952031
2317	3230964	950611
2318	3232441	949242
2319	3233957	947884
2320	3235238	946457
2321	3236807	945114
2322	3238269	943740
2323	3239828	942394
2324	3241399	941051
2325	3242901	939688
2326	3244537	938364
2327	3246090	937015
2328	3247598	935654
2329	3249050	934276
2330	3250339	932851
2331	3251751	931462
2332	3253327	930119
2333	3254701	928719
2334	3256122	927332
2335	3257686	925986
2336	3258769	924503
2337	3260148	923104
2338	3261689	921751
2339	3263429	920454
2340	3264737	919035
2341	3266030	917612
2342	3267450	916224
2343	3269018	914878
2344	3270429	913488
2345	3272052	912157
2346	3273649	910819
2347	3275233	909477
2348	3276781	908124
2349	3278219	906741
2350	3279852	905412
2351	3281350	904045
2352	3282984	902716
2353	3284597	901380
2354	3286244	900054
2355	3287586	898644
2356	3289107	897282
2357	3290653	895928
2358	3292018	894524
2359	3293565	893170
2360	3294914	891762
2361	3296307	890365
2362	3297560	888931
2363	3298974	887541
2364	3300574	886200
2365	3302140	884850
2366	3303453	883433
2367	3304869	882042
2368	3306289	880653
2369	3307654	879249
2370	3309034	877850
2371	3310385	876442
2372	3311823	875058
2373	3312740	873536
2374	3314132	872140
2375	3315609	870766
2376	3316802	869317
2377	3318281	867944
2378	3319836	866590
2379	3321110	865163
2380	3322736	863827
2381	3324044	862409
2382	3325489	861026
2383	3326882	859630
2384	3328248	858227
2385	3329598	856820
2386	3331083	855447
2387	3332571	854076
2388	3333914	852667
2389	3335174	851237
2390	3336659	849864
2391	3338199	848505
2392	3339666	847128
2393	3341274	845786
2394	3342752	844411
2395	3344329	843061
2396	3345695	841657
2397	3347032	840247
2398	3348574	838888
2399	3350099	837524
2400	3351592	836153
2401	3353015	834764
2402	3354480	833385
2403	3355976	832014
2404	3357518	830654
2405	3359076	829298
2406	3360335	827868
2407	3361842	826499
2408	3363419	825147
2409	3364712	823726
2410	3366413	822404
2411	3368103	821079
2412	3369552	819696
2413	3371047	818323
2414	3372396	816915
2415	3373877	815539
2416	3375378	814168
2417	3376822	812783
2418	3378289	811404
2419	3379490	809960
2420	3380873	808560
2421	3382232	807155
2422	3383631	805759
2423	3385025	804362
2424	3386425	802966
2425	3387629	801524
2426	3389158	800159
2427	3390573	798767
2428	3392077	797396
2429	3393371	795976
2430	3394946	794621
2431	3396355	793227
2432	3397995	791887
2433	3399323	790475
2434	3400721	789079
2435	3402173	787695
2436	3403463	786274
2437	3404641	784827
2438	3406081	783440
2439	3407687	782092
2440	3409107	780700
2441	3410669	779342
2442	3412157	777966
2443	3413659	776593
2444	3415030	775190
2445	3416280	773760
2446	3417606	772348
2447	3418968	770943
2448	3420314	769535
2449	3421982	768200
2450	3423578	766848
2451	3424973	765450
2452	3426259	764029
2453	3427872	762680
2454	3429323	761295
2455	3430639	759881
2456	3432294	758541
2457	3433892	757188
2458	3435388	755813
2459	3436802	754419
2460	3438297	753044
2461	3439817	751674
2462	3441287	750292
2463	3442778	748916
2464	3444467	747582
2465	3446012	746216
2466	3447551	744849
2467	3449046	743473
2468	3450449	742077
2469	3451621	740631
2470	3453055	739241
2471	3454360	737824
2472	3455589	736391
2473	3457016	735000
2474	3458243	733566
2475	3459784	732199
2476	3461225	730811
2477	3462770	729445
2478	3464402	728097
2479	3465886	726718
2480	3467345	725333
2481	3468504	723886
2482	3469868	722481
2483	3471123	721054
2484	3472436	719639
2485	3473797	718234
2486	3475169	716832
2487	3476341	715388
2488	3477814	714006
2489	3479148	712596
2490	3480634	711217
2491	3482131	709840
2492	3483518	708441
2493	3484611	706982
2494	3486171	705617
2495	3487671	704241
2496	3489239	702878
2497	3490695	701492
2498	3492059	700088
2499	3493416	698683
2500	3494739	697271
2501	3496078	695862
2502	3497481	694466
2503	3499175	693127
2504	3500871	691788
2505	3502355	690408
2506	3503827	689025
2507	3505244	687631
2508	3506629	686231
2509	3507776	684785
2510	3509118	683376
2511	3510557	681987
2512	3512020	680602
2513	3513753	679269
2514	3515024	677847
2515	3516500	676465
2516	3518012	675089
2517	3519316	673673
2518	3520848	672301
2519	3522432	670939
2520	3523873	669549
2521	3525233	668145
2522	3526705	666761
2523	3528302	665400
2524	3529747	664011
2525	3531024	662591
2526	3532506	661209
2527	3534088	659845
2528	3535526	658455
2529	3537045	657079
2530	3538391	655671
2531	3539962	654305
2532	3541414	652917
2533	3543006	651555
2534	3544392	650154
2535	3545743	648747
2536	3547222	647364
2537	3548509	645946
2538	3549868	644540
2539	3551394	643165
2540	3552771	641763
2541	3554156	640363
2542	3555554	638965
2543	3557127	637598
2544	3558434	636183
2545	3559984	634812
2546	3561383	633414
2547	3562794	632018
2548	3564340	630646
2549	3565647	629231
2550	3567219	627864
2551	3568551	626454
2552	3569805	625030
2553	3571319	623652
2554	3572778	622264
2555	3574253	620879
2556	3575708	619491
2557	3577142	618098
2558	3578391	616674
2559	3579784	615275
2560	3581098	613862
2561	3582538	612471
2562	3583802	611050
2563	3585254	609661
2564	3586605	608254
2565	3588046	606863
2566	3589542	605481
2567	3591068	604104
2568	3592420	602698
2569	3593949	601322
2570	3595379	599929
2571	3596874	598546
2572	3598440	597176
2573	3599871	595782
2574	3601239	594379
2575	3602696	592990
2576	3604059	591586
2577	3605473	590189
2578	3606918	588799
2579	3608368	587408
2580	3609689	585997
2581	3611025	584588
2582	3612325	583174
2583	3613748	581779
2584	3615158	580383
2585	3616662	579001
2586	3618160	577619
2587	3619510	576212
2588	3621164	574854
2589	3622538	573452
2590	3624087	572077
2591	3625555	570689
2592	3627086	569311
2593	3628661	567940
2594	3630220	566566
2595	3631715	565182
2596	3633130	563785
2597	3634569	562392
2598	3636089	561012
2599	3637533	559620
2600	3639046	558238
2601	3640707	556879
2602	3642026	555468
2603	3643544	554087
2604	3645093	552710
2605	3646543	551319
2606	3648114	549945
2607	3649647	548566
2608	3651040	547166
2609	3652600	545790
2610	3653913	544378
2611	3655365	542986
2612	3656868	541602
2613	3657774	540130
2614	3658979	538702
2615	3660450	537313
2616	3661754	535900
2617	3663350	534530
2618	3664747	533130
2619	3666152	531731
2620	3667644	530346
2621	3669068	528950
2622	3670674	527580
2623	3672061	526179
2624	3673401	524771
2625	3674701	523358
2626	3676149	521965
2627	3677528	520563
2628	3678821	519148
2629	3680496	517788
2630	3681901	516389
2631	3683230	514980
2632	3684559	513571
2633	3686158	512199
2634	3687682	510817
2635	3689011	509408
2636	3690574	508031
2637	3692038	506640
2638	3693631	505267
2639	3694989	503862
2640	3696377	502460
2641	3697846	501070
2642	3699080	499648
2643	3700323	498228
2644	3701940	496857
2645	3703425	495469
2646	3705001	494093
2647	3706307	492681
2648	3707812	491295
2649	3709274	489904
2650	3710616	488496
2651	3711954	487089
2652	3713367	485691
2653	3714831	484299
2654	3716228	482899
2655	3717505	481484
2656	3718968	480092
2657	3720413	478698
2658	3721726	477288
2659	3723195	475897
2660	3724870	474532
2661	3726175	473120
2662	3727464	471706
2663	3728960	470319
2664	3730499	468937
2665	3731958	467544
2666	3733410	466151
2667	3734913	464764
2668	3736539	463392
2669	3738029	462003
2670	3739415	460601
2671	3740958	459219
2672	3742416	457826
2673	3743876	456433
2674	3745265	455032
2675	3746419	453602
2676	3747737	452192
2677	3749210	450801
2678	3750728	449415
2679	3752136	448016
2680	3753661	446631
2681	3755184	445245
2682	3756508	443836
2683	3758019	442449
2684	3759562	441066
2685	3761069	439678
2686	3762419	438272
2687	3763901	436881
2688	3765287	435479
2689	3766607	434070
2690	3768006	432669
2691	3769137	431238
2692	3770577	429842
2693	3771866	428430
2694	3773203	427023
2695	3774666	425630
2696	3776135	424237
2697	3777546	422838
2698	3778806	421423
2699	3780292	420032
2700	3781699	418633
2701	3783344	417260
2702	3784517	415834
2703	3785817	414423
2704	3787184	413020
2705	3788696	411632
2706	3790057	410227
2707	3791624	408845
2708	3793033	407446
2709	3794564	406060
2710	3796068	404671
2711	3797451	403269
2712	3799009	401885
2713	3800427	400487
2714	3801699	399073
2715	3803033	397666
2716	3804464	396269
2717	3805692	394851
2718	3807065	393448
2719	3808558	392057
2720	3809888	390650
2721	3811389	389260
2722	3812716	387852
2723	3814252	386466
2724	3815725	385073
2725	3817121	383672
2726	3818439	382263
2727	3820029	380882
2728	3821577	379497
2729	3823123	378111
2730	3824635	376721
2731	3826217	375339
2732	3827600	373936
2733	3829196	372555
2734	3830723	371166
2735	3832133	369767
2736	3833382	368352
2737	3834857	366958
2738	3836229	365555
2739	3837663	364157
2740	3838977	362749
