iter	Logloss
188	0.3766605452
189	0.3766389856
190	0.3766208342
191	0.376605536
192	0.3765967403
193	0.3765768359
194	0.3765605596
195	0.3765470013
196	0.3765208325
197	0.3764968695
198	0.3764813359
199	0.3764630755
200	0.3764505945
201	0.3764406087
202	0.3764281157
203	0.3764175961
204	0.3763998333
205	0.3763866298
206	0.3763711523
207	0.3763530839
208	0.3763416989
209	0.3763269571
210	0.3763156156
211	0.3763047168
212	0.3762983885
213	0.3762930042
214	0.3762838054
215	0.3762764836
216	0.3762704614
217	0.3762558927
218	0.3762267427
219	0.3762194055
220	0.3762108025
221	0.3761862225
222	0.3761750062
223	0.376145948
224	0.3761326984
225	0.3761272674
226	0.3761102902
227	0.3761020185
228	0.3760749915
229	0.376062814
230	0.3760564452
231	0.3760323004
232	0.3760110608
233	0.3759944055
234	0.3759701209
235	0.3759579337
236	0.37594792
237	0.3759424091
238	0.375928641
239	0.3759132308
240	0.3759031806
241	0.3758983132
242	0.3758924003
243	0.375879588
244	0.3758684865
245	0.3758567193
246	0.3758493354
247	0.3758434538
248	0.3758332166
249	0.3758245068
250	0.3758228675
251	0.3758106079
252	0.3758014893
253	0.3757786357
254	0.3757730091
255	0.3757550433
256	0.3757421344
257	0.3757314863
258	0.3757080494
259	0.3756959259
260	0.3756793698
261	0.3756616574
262	0.375647614
263	0.37563806
264	0.375629861
265	0.3756130651
266	0.3756026664
267	0.3755894993
268	0.3755791719
269	0.3755648369
270	0.3755571711
271	0.3755448044
272	0.3755407758
273	0.3755359518
274	0.3755311812
275	0.3755226745
276	0.3755088829
277	0.3754972716
278	0.3754834742
279	0.3754759742
280	0.3754682374
281	0.375461517
282	0.375439259
283	0.3754359843
284	0.3754245323
285	0.3754213969
286	0.3754126106
287	0.3754038123
288	0.3753908971
289	0.3753799391
290	0.375367278
291	0.3753595817
292	0.3753473975
293	0.3753340363
294	0.3753275744
295	0.3753085175
296	0.3753035276
297	0.3752958508
298	0.3752925943
299	0.375284233
300	0.3752789856
301	0.3752696618
302	0.3752655338
303	0.3752543758
304	0.375247249
305	0.3752380858
306	0.3752311668
307	0.3752228809
308	0.3752132337
309	0.3752051774
310	0.3751887972
311	0.3751611822
312	0.375148194
313	0.3751388705
314	0.3751237651
315	0.3751150014
316	0.3751000634
317	0.3750922771
318	0.3750814262
319	0.3750753839
320	0.3750633224
321	0.3750577412
322	0.3750483548
323	0.3750307178
324	0.3750271037
325	0.3750218218
326	0.3750117447
327	0.3750011342
328	0.3749922869
329	0.3749878346
330	0.3749779997
331	0.3749684884
332	0.3749579385
333	0.3749520547
334	0.3749435749
335	0.3749364029
336	0.3749310312
337	0.3749183625
338	0.3749004704
339	0.3748961118
340	0.3748881958
341	0.3748846812
342	0.3748737753
343	0.3748490327
344	0.3748401068
345	0.3748266591
346	0.3748066128
347	0.3747899336
348	0.3747794069
349	0.3747731323
350	0.3747657334
351	0.3747606699
352	0.3747542721
353	0.3747484283
354	0.3747424385
355	0.3747314108
356	0.3747222891
357	0.3747169085
358	0.3747123033
359	0.3747048411
360	0.3746965454
361	0.3746772083
362	0.3746704481
363	0.3746604263
364	0.3746497877
365	0.3746388954
366	0.3746331333
367	0.3746277679
368	0.3746120691
369	0.3746067601
370	0.3746015604
371	0.3745919898
372	0.3745834522
373	0.3745831913
374	0.3745721536
375	0.3745657107
376	0.374560421
377	0.3745493127
378	0.3745354434
379	0.3745300742
380	0.3745216839
381	0.374517752
382	0.3745054542
383	0.374501455
384	0.3744934576
385	0.3744881554
386	0.3744827544
387	0.3744745907
388	0.3744667503
389	0.3744598328
390	0.3744485279
391	0.3744432161
392	0.3744408263
393	0.3744298029
394	0.3744227493
395	0.3744144382
396	0.3744110707
397	0.3744026504
398	0.3743980963
399	0.3743877818
400	0.3743807737
401	0.3743764244
402	0.3743729578
403	0.3743660772
404	0.3743486333
405	0.3743428788
406	0.3743349834
407	0.3743286125
408	0.3743191396
409	0.3743079508
410	0.3743040793
411	0.3742984523
412	0.3742948679
413	0.3742863873
414	0.3742756542
415	0.3742650657
416	0.3742569381
417	0.3742486319
418	0.374242311
419	0.3742369969
420	0.3742289357
421	0.3742250315
422	0.374212128
423	0.3742045959
424	0.3741978851
425	0.3741858907
426	0.3741802195
427	0.3741719097
428	0.3741648973
429	0.3741614294
430	0.3741577324
431	0.3741460658
432	0.3741350584
433	0.37413172
434	0.3741240619
435	0.374121143
436	0.374117846
437	0.3741115543
438	0.3741008221
439	0.3740915563
440	0.3740872276
441	0.3740813387
442	0.3740714328
443	0.3740632005
444	0.3740595022
445	0.3740542301
446	0.3740503324
447	0.3740462541
448	0.3740404463
449	0.3740371336
450	0.3740293038
451	0.3740237191
452	0.3740196664
453	0.3740150098
454	0.3740092262
455	0.3740046481
456	0.3739950453
457	0.373988542
458	0.3739824046
459	0.3739770027
460	0.3739704812
461	0.3739659722
462	0.3739579462
463	0.373955866
464	0.3739491781
465	0.3739277588
466	0.3739220426
467	0.3739038785
468	0.3738973799
469	0.373885934
470	0.3738770309
471	0.3738696175
472	0.3738660815
473	0.3738600086
474	0.3738552857
475	0.3738483645
476	0.3738418689
477	0.3738332663
478	0.3738251661
479	0.3738222559
480	0.3738165252
481	0.3738108936
482	0.3737975739
483	0.3737924366
484	0.3737879148
485	0.3737808926
486	0.3737778097
487	0.3737742159
488	0.373768178
489	0.3737620218
490	0.3737542883
491	0.3737458171
492	0.3737400147
493	0.3737361258
494	0.3737207986
495	0.3737138672
496	0.3737084593
497	0.373702618
498	0.3736952229
499	0.3736891928
500	0.3736808648
501	0.3736745534
502	0.3736709606
503	0.3736647858
504	0.3736596876
505	0.3736501934
506	0.3736470658
507	0.3736365773
508	0.3736315577
509	0.3736138163
510	0.3736055417
511	0.3736003247
512	0.3735945385
513	0.3735882599
514	0.3735804682
515	0.3735764405
516	0.3735723609
517	0.3735685652
518	0.3735649214
519	0.3735605558
520	0.3735527737
521	0.3735475172
522	0.3735415495
523	0.3735374969
524	0.373530806
525	0.3735231709
526	0.3735165127
527	0.3735135953
528	0.373508336
529	0.3735046966
530	0.3734987684
531	0.3734931575
532	0.3734885325
533	0.3734862943
534	0.3734811189
535	0.3734761737
536	0.373473557
537	0.3734639775
538	0.3734619911
539	0.3734561745
540	0.3734497208
541	0.3734440327
542	0.3734377805
543	0.3734307948
544	0.3734220663
545	0.373417092
546	0.3734110381
547	0.3734071487
548	0.3733996703
549	0.3733957554
550	0.3733915967
551	0.3733856446
552	0.3733792583
553	0.3733731953
554	0.3733682944
555	0.3733624734
556	0.3733584492
557	0.3733545451
558	0.3733504292
559	0.3733437983
560	0.3733363685
561	0.3733313566
562	0.3733268793
563	0.3733224
564	0.3733188962
565	0.373314661
566	0.3733092841
567	0.3733011007
568	0.3732948602
569	0.3732878149
570	0.3732837305
571	0.373280352
572	0.3732754325
573	0.3732695994
574	0.3732643007
575	0.3732607007
576	0.3732588369
577	0.373249996
578	0.3732465353
579	0.3732442112
580	0.373238361
581	0.3732329587
582	0.3732227466
583	0.3732133965
584	0.3732058429
585	0.3732015154
586	0.3731952675
587	0.3731897687
588	0.3731815827
589	0.3731807378
590	0.3731738666
591	0.3731675934
592	0.3731630626
593	0.3731544895
594	0.3731487624
595	0.3731395989
596	0.3731307351
597	0.3731238598
598	0.3731171019
599	0.3731155624
600	0.3731091104
601	0.3731058117
602	0.3731006554
603	0.3730955198
604	0.3730927011
605	0.373086317
606	0.3730830414
607	0.3730788179
608	0.3730744737
609	0.3730675331
610	0.3730660582
611	0.3730592624
612	0.373051724
613	0.3730494659
614	0.373042305
615	0.3730394945
616	0.3730346673
617	0.3730318578
618	0.3730284683
619	0.3730261885
620	0.3730215124
621	0.373020582
622	0.3730163532
623	0.3730106165
624	0.3730047169
625	0.3730010597
626	0.372995464
627	0.3729909767
628	0.3729862032
629	0.3729839195
630	0.3729732016
631	0.3729694383
632	0.3729643778
633	0.3729598205
634	0.3729359145
635	0.3729306986
636	0.3729244042
637	0.3729209182
638	0.3729132946
639	0.3729065393
640	0.3728997003
641	0.3728912879
642	0.3728865161
643	0.3728826281
644	0.3728772784
645	0.372868235
646	0.3728629272
647	0.3728594371
648	0.3728594369
649	0.3728563518
650	0.3728530551
651	0.3728495848
652	0.3728470057
653	0.3728429508
654	0.372840117
655	0.3728379144
656	0.3728346318
657	0.3728254591
658	0.3728170759
659	0.3728122669
660	0.3728082904
661	0.3728042941
662	0.3727996099
663	0.3727942862
664	0.3727892568
665	0.3727864859
666	0.3727801214
667	0.3727761445
668	0.3727742885
669	0.3727676857
670	0.3727611397
671	0.3727560703
672	0.3727516331
673	0.3727487521
674	0.3727451693
675	0.3727425584
676	0.3727377097
677	0.3727345192
678	0.3727329225
679	0.3727299196
680	0.3727294506
681	0.3727206324
682	0.372717249
683	0.3727135698
684	0.3727126395
685	0.3727097523
686	0.3727069819
687	0.3727047401
688	0.3727006584
689	0.3726943778
690	0.3726912024
691	0.3726846873
692	0.3726821042
693	0.3726792763
694	0.372676931
695	0.3726667112
696	0.37265741
697	0.3726515574
698	0.3726480397
699	0.3726439967
700	0.3726382054
701	0.3726342401
702	0.3726289465
703	0.3726283309
704	0.3726268925
705	0.3726248697
706	0.3726228225
707	0.3726197024
708	0.3726104329
709	0.3726078058
710	0.3726031183
711	0.3726025019
712	0.3725989115
713	0.3725944329
714	0.3725895218
715	0.3725852213
716	0.372580983
717	0.3725735149
718	0.3725691034
719	0.3725646025
720	0.3725539584
721	0.3725510368
722	0.3725441332
723	0.3725403765
724	0.3725356977
725	0.3725313508
726	0.3725261468
727	0.3725239419
728	0.372520563
729	0.3725176574
730	0.372514645
731	0.3725059408
732	0.372495578
733	0.3724813934
734	0.3724779174
735	0.3724707856
736	0.3724688424
737	0.3724627851
738	0.3724612795
739	0.3724591935
740	0.3724555742
741	0.3724511727
742	0.3724314501
743	0.372428699
744	0.3724250686
745	0.3724181495
746	0.372414102
747	0.37240982
748	0.3724065045
749	0.3724046923
750	0.3723969872
751	0.3723942184
752	0.3723849609
753	0.3723797363
754	0.372370871
755	0.3723653522
756	0.3723596073
757	0.3723572828
758	0.3723511685
759	0.3723432436
760	0.3723339626
761	0.3723319074
762	0.3723256756
763	0.3723132895
764	0.3723056097
765	0.3722961305
766	0.3722936878
767	0.3722913684
768	0.3722885898
769	0.3722826981
770	0.3722653213
771	0.3722645244
772	0.372260107
773	0.3722584015
774	0.3722543586
775	0.3722508647
776	0.3722453057
777	0.3722392332
778	0.3722365274
779	0.3722331386
780	0.3722150779
781	0.3722073952
782	0.372204527
783	0.3722027341
784	0.3721991051
785	0.372196573
786	0.3721899038
787	0.3721828657
788	0.3721797665
789	0.3721759934
790	0.372170231
791	0.3721667775
792	0.3721619187
793	0.3721583979
794	0.3721543336
795	0.3721504031
796	0.3721429602
797	0.3721339204
798	0.3721288069
799	0.3721251401
800	0.3721201036
801	0.3721047455
802	0.3720969153
803	0.3720924085
804	0.3720891633
805	0.3720845058
806	0.3720807034
807	0.372076816
808	0.3720729189
809	0.3720667634
810	0.3720521806
811	0.3720454121
812	0.3720385883
813	0.3720366589
814	0.3720317834
815	0.372020847
816	0.3720173355
817	0.372017335
818	0.3720139095
819	0.3720114485
820	0.372000953
821	0.3719986567
822	0.3719922914
823	0.3719899165
824	0.3719864139
825	0.3719843414
826	0.3719824591
827	0.3719726362
828	0.3719692962
829	0.371964603
830	0.3719570242
831	0.3719552819
832	0.3719551662
833	0.3719526832
834	0.3719498161
835	0.3719453559
836	0.371942721
837	0.3719415623
838	0.3719363279
839	0.3719314645
840	0.3719291094
841	0.3719255033
842	0.3719234638
843	0.3719163133
844	0.3719110693
845	0.3719010927
846	0.3718985663
847	0.371895548
848	0.3718905048
849	0.3718869373
850	0.3718837954
851	0.371878286
852	0.3718753404
853	0.3718721503
854	0.3718703672
855	0.3718670801
856	0.3718631749
857	0.3718607004
858	0.371858534
859	0.371855827
860	0.3718486958
861	0.371842369
862	0.3718301045
863	0.3718275919
864	0.3718245911
865	0.3718218835
866	0.3718191972
867	0.3718178822
868	0.3718098655
869	0.3718013916
870	0.3717977214
871	0.3717904375
872	0.3717873956
873	0.3717785096
874	0.3717755897
875	0.3717750166
876	0.3717694378
877	0.3717593429
878	0.371757393
879	0.3717539
880	0.3717496858
881	0.3717471841
882	0.3717442555
883	0.371735751
884	0.371731892
885	0.3717280532
886	0.3717252779
887	0.3717179832
888	0.371713248
889	0.371710076
890	0.3717041239
891	0.3717024268
892	0.371701403
893	0.3716954
894	0.3716926433
895	0.3716904841
896	0.3716870089
897	0.3716857075
898	0.3716838695
899	0.3716760307
900	0.3716726792
901	0.3716625075
902	0.3716572041
903	0.3716517369
904	0.3716483824
905	0.3716443389
906	0.3716408362
907	0.3716359806
908	0.3716336784
909	0.3716311789
910	0.3716280081
911	0.3716235391
912	0.3716217937
913	0.3716159214
914	0.3716080606
915	0.3716063434
916	0.3716047108
917	0.3716020743
918	0.3715969488
919	0.3715944286
920	0.3715904077
921	0.3715793309
922	0.371575276
923	0.3715731938
924	0.3715709522
925	0.3715690351
926	0.3715662703
927	0.371564069
928	0.3715588245
929	0.3715522978
930	0.3715502842
931	0.3715478989
932	0.3715403712
933	0.3715368095
934	0.3715322695
935	0.3715276676
936	0.3715199027
937	0.3715172994
938	0.3715122135
939	0.3715106251
940	0.371508588
941	0.3715068749
942	0.3715015114
943	0.3714971758
944	0.3714941696
945	0.3714898204
946	0.371486397
947	0.3714719454
948	0.3714687529
949	0.3714646322
950	0.3714620461
951	0.3714604099
952	0.3714557167
953	0.3714517081
954	0.3714497306
955	0.3714436023
956	0.3714411092
957	0.3714376045
958	0.3714347435
959	0.3714326857
960	0.37143086
961	0.3714263145
962	0.3714214484
963	0.3714144364
964	0.3714119102
965	0.3714067878
966	0.3714037489
967	0.3713990727
968	0.3713971872
969	0.3713950074
970	0.3713843433
971	0.3713813432
972	0.3713788179
973	0.3713691296
974	0.3713662851
975	0.3713634475
976	0.3713619061
977	0.3713552577
978	0.3713518713
979	0.3713493461
980	0.3713423579
981	0.3713378957
982	0.3713338043
983	0.3713294141
984	0.3713248918
985	0.3713046505
986	0.3713021989
987	0.3712986392
988	0.371293318
989	0.3712888798
990	0.3712849741
991	0.37128298
992	0.3712782625
993	0.371273781
994	0.3712714564
995	0.3712695605
996	0.3712677223
997	0.3712664922
998	0.3712631268
999	0.3712616052
1000	0.3712556815
1001	0.3712534803
1002	0.3712473211
1003	0.3712430714
1004	0.3712396347
1005	0.3712368797
1006	0.3712342954
1007	0.371231426
1008	0.3712305023
1009	0.3712292964
1010	0.3712277801
1011	0.3712179706
1012	0.371214222
1013	0.3712107842
1014	0.3712067762
1015	0.3712045189
1016	0.3712016961
1017	0.3711982864
1018	0.3711958929
1019	0.3711925043
1020	0.3711903563
1021	0.3711882194
1022	0.3711831917
1023	0.3711782162
1024	0.3711763758
1025	0.3711715474
1026	0.371168619
1027	0.3711672977
1028	0.3711628277
1029	0.3711614571
1030	0.3711577726
1031	0.3711561686
1032	0.3711529094
1033	0.3711481692
1034	0.3711412428
1035	0.3711389739
1036	0.3711353418
1037	0.3711330451
1038	0.3711278955
1039	0.3711260386
1040	0.3711232347
1041	0.3711186553
1042	0.3711146323
1043	0.3711124696
1044	0.3711120883
1045	0.3711088703
1046	0.3711058435
1047	0.3711035998
1048	0.3711001632
1049	0.371092755
1050	0.3710897633
1051	0.3710876748
1052	0.3710841498
1053	0.3710812898
1054	0.3710771659
1055	0.3710749406
1056	0.371071809
1057	0.3710660971
1058	0.3710605059
1059	0.3710591631
1060	0.3710573305
1061	0.3710540661
1062	0.3710528384
1063	0.3710495197
1064	0.3710473847
1065	0.3710458873
1066	0.3710438318
1067	0.3710436561
1068	0.3710400004
1069	0.3710369176
1070	0.3710357381
1071	0.3710348347
1072	0.3710304518
1073	0.3710279867
1074	0.3710255112
1075	0.3710231777
1076	0.3710187602
1077	0.3710115
1078	0.371002163
1079	0.3709993927
1080	0.3709971486
1081	0.3709951836
1082	0.3709937066
1083	0.3709909293
1084	0.3709879631
1085	0.3709859798
1086	0.3709800821
1087	0.3709774459
1088	0.3709747234
1089	0.3709679595
1090	0.3709657321
1091	0.370955375
1092	0.3709508219
1093	0.3709464378
1094	0.3709408313
1095	0.3709396042
1096	0.3709348334
1097	0.3709340057
1098	0.3709297919
1099	0.3709217936
1100	0.3709181673
1101	0.3709163324
1102	0.3709109569
1103	0.3709081334
1104	0.3709075965
1105	0.370894906
1106	0.3708886575
1107	0.370882809
1108	0.3708738122
1109	0.370870799
1110	0.3708680727
1111	0.3708674308
1112	0.3708650715
1113	0.3708628122
1114	0.370861622
1115	0.370858613
1116	0.3708541532
1117	0.3708520358
1118	0.370850502
1119	0.3708478866
1120	0.3708448725
1121	0.3708406771
1122	0.3708340506
1123	0.3708314762
1124	0.3708273817
1125	0.3708212549
1126	0.3708202327
1127	0.3708133696
1128	0.3708113947
1129	0.3708057163
1130	0.3708031347
1131	0.3707970544
1132	0.3707832871
1133	0.3707823849
1134	0.370781769
1135	0.370777576
1136	0.3707752342
1137	0.3707699104
1138	0.3707604536
1139	0.370755678
1140	0.3707439119
1141	0.3707411892
1142	0.3707374997
1143	0.3707338887
1144	0.3707325455
1145	0.3707297127
1146	0.370727334
1147	0.3707199927
1148	0.3707176142
1149	0.3707171847
1150	0.3707150218
1151	0.3707093716
1152	0.3707075841
1153	0.3707064891
1154	0.3707030563
1155	0.3707010995
1156	0.3706945202
1157	0.3706920283
1158	0.3706840728
1159	0.3706796185
1160	0.3706762075
1161	0.3706728402
1162	0.3706695016
1163	0.3706658666
1164	0.3706639534
1165	0.3706604111
1166	0.370656209
1167	0.3706541481
1168	0.370653244
1169	0.3706488788
1170	0.3706474083
1171	0.370646513
1172	0.3706412141
1173	0.3706371687
1174	0.3706348807
1175	0.3706305158
1176	0.3706245183
1177	0.370620943
1178	0.3706161781
1179	0.3706144005
1180	0.3706131769
1181	0.3706026233
1182	0.3706014351
1183	0.3705969277
1184	0.3705903405
1185	0.3705885102
1186	0.3705800849
1187	0.3705759345
1188	0.3705729472
1189	0.3705704614
1190	0.3705693907
1191	0.370565045
1192	0.3705609874
1193	0.3705588675
1194	0.3705560097
1195	0.3705535989
1196	0.370548279
1197	0.3705462976
1198	0.3705422204
1199	0.3705405087
1200	0.3705395174
1201	0.3705368006
1202	0.3705330364
1203	0.370524668
1204	0.3705241869
1205	0.370519459
1206	0.370517803
1207	0.3705162818
1208	0.370514047
1209	0.3705090894
1210	0.3705071179
1211	0.3705048983
1212	0.370502035
1213	0.3704978559
1214	0.3704950534
1215	0.3704923965
1216	0.3704892006
1217	0.3704879211
1218	0.3704861306
1219	0.3704821979
1220	0.3704755174
1221	0.3704731137
1222	0.3704706329
1223	0.3704686728
1224	0.3704628973
1225	0.3704586265
1226	0.3704557794
1227	0.3704540744
1228	0.3704516507
1229	0.3704442663
1230	0.3704395904
1231	0.3704355839
1232	0.3704330997
1233	0.3704298849
1234	0.3704286812
1235	0.3704254654
1236	0.3704229777
1237	0.3704191869
1238	0.3704173268
1239	0.3704156095
1240	0.370412978
1241	0.3704097998
1242	0.3704065928
1243	0.3704006478
1244	0.3703969811
1245	0.3703935465
1246	0.3703900973
1247	0.37038784
1248	0.370386383
1249	0.3703837365
1250	0.3703796497
1251	0.3703778888
1252	0.370373389
1253	0.3703713492
1254	0.370369269
1255	0.3703674552
1256	0.3703590183
1257	0.3703440785
1258	0.3703410647
1259	0.3703389791
1260	0.3703353083
1261	0.3703289433
1262	0.3703260988
1263	0.370323198
1264	0.3703193899
1265	0.370311347
1266	0.3703089758
1267	0.3703042582
1268	0.3702960772
1269	0.3702896587
1270	0.3702852477
1271	0.3702825777
1272	0.3702785041
1273	0.3702735162
1274	0.3702697642
1275	0.3702680639
1276	0.3702660324
1277	0.3702639397
1278	0.3702620538
1279	0.3702511183
1280	0.3702481656
1281	0.3702442886
1282	0.370243386
1283	0.3702400294
1284	0.3702356787
1285	0.3702302463
1286	0.3702282822
1287	0.3702263808
1288	0.3702219933
1289	0.3702205648
1290	0.3702185956
1291	0.3702136352
1292	0.3702103054
1293	0.3702061719
1294	0.3702037649
1295	0.3701968243
1296	0.3701939548
1297	0.3701912479
1298	0.3701864619
1299	0.3701838443
1300	0.3701801903
1301	0.3701772964
1302	0.3701746678
1303	0.3701689788
1304	0.3701662813
1305	0.3701617473
1306	0.3701552118
1307	0.3701525578
1308	0.3701481626
1309	0.3701467019
1310	0.3701432895
1311	0.3701413456
1312	0.3701362909
1313	0.3701340633
1314	0.3701308108
1315	0.3701273149
1316	0.3701264139
1317	0.3701258324
1318	0.3701205186
1319	0.3701196943
1320	0.3701184422
1321	0.3701164681
1322	0.370113359
1323	0.3701109624
1324	0.3701098533
1325	0.3701080426
1326	0.3701048366
1327	0.3701030821
1328	0.3700965982
1329	0.3700922509
1330	0.370090419
1331	0.3700891783
1332	0.3700869051
1333	0.3700842007
1334	0.3700760959
1335	0.3700725278
1336	0.3700679868
1337	0.3700615443
1338	0.3700595478
1339	0.3700546776
1340	0.3700517859
1341	0.3700464407
1342	0.3700437065
1343	0.3700389191
1344	0.3700375624
1345	0.3700362143
1346	0.3700346698
1347	0.370032299
1348	0.3700287337
1349	0.3700278727
1350	0.3700175037
1351	0.370012851
1352	0.3700101821
1353	0.370007023
1354	0.3700055375
1355	0.3700037311
1356	0.3699942642
1357	0.3699883513
1358	0.3699856472
1359	0.3699814722
1360	0.3699781186
1361	0.3699767964
1362	0.3699741176
1363	0.3699622868
1364	0.3699572675
1365	0.3699531017
1366	0.3699521435
1367	0.3699486403
1368	0.3699470998
1369	0.3699446258
1370	0.3699396114
1371	0.3699356131
1372	0.369934335
1373	0.3699299203
1374	0.369925178
1375	0.3699241625
1376	0.3699201771
1377	0.3699160118
1378	0.3699142364
1379	0.3699130597
1380	0.3699117409
1381	0.3699091448
1382	0.3699075724
1383	0.3698957413
1384	0.3698918141
1385	0.3698900965
1386	0.369888391
1387	0.369880938
1388	0.3698748076
1389	0.3698703687
1390	0.3698685881
1391	0.3698675161
1392	0.3698643829
1393	0.3698602523
1394	0.3698524633
1395	0.3698517611
1396	0.3698478373
1397	0.3698463012
1398	0.3698449854
1399	0.3698422922
1400	0.3698408208
1401	0.3698393138
1402	0.3698340247
1403	0.3698309627
1404	0.3698287307
1405	0.3698238735
1406	0.3698227163
1407	0.3698184262
1408	0.3698130516
1409	0.3698095408
1410	0.3698060328
1411	0.3698040112
1412	0.3697961392
1413	0.3697930148
1414	0.3697914787
1415	0.3697891037
1416	0.3697879613
1417	0.369784986
1418	0.369780916
1419	0.3697759528
1420	0.3697730869
1421	0.3697694591
1422	0.3697668955
1423	0.3697612073
1424	0.3697602207
1425	0.3697596559
1426	0.3697575675
1427	0.3697559407
1428	0.36975232
1429	0.3697495459
1430	0.369745162
1431	0.369741285
1432	0.3697392074
1433	0.3697322972
1434	0.3697313741
1435	0.3697306598
1436	0.3697283186
1437	0.3697260517
1438	0.3697225172
1439	0.3697195155
1440	0.3697188797
1441	0.3697168456
1442	0.3697117113
1443	0.3697111287
1444	0.3697099042
1445	0.3697071453
1446	0.3697048216
1447	0.3697005366
1448	0.3696987986
1449	0.3696936129
1450	0.3696921666
1451	0.369688565
1452	0.3696845334
1453	0.3696807897
1454	0.3696783681
1455	0.3696746812
1456	0.3696746298
1457	0.369669943
1458	0.3696678389
1459	0.3696651604
1460	0.3696639973
1461	0.3696627751
1462	0.3696612991
1463	0.3696577774
1464	0.3696561973
1465	0.3696526071
1466	0.3696515445
1467	0.3696503843
1468	0.3696438095
1469	0.3696409894
1470	0.3696382603
1471	0.3696369013
1472	0.3696343762
1473	0.3696327439
1474	0.3696299842
1475	0.3696283117
1476	0.3696262746
1477	0.3696250087
1478	0.3696235981
1479	0.3696230347
1480	0.3696213405
1481	0.3696146598
1482	0.3696069505
1483	0.3696044095
1484	0.3696023177
1485	0.3695987346
1486	0.3695969858
1487	0.3695932885
1488	0.3695903988
1489	0.3695818053
1490	0.3695784823
1491	0.3695761493
1492	0.3695742513
1493	0.3695712885
1494	0.3695700475
1495	0.3695663453
1496	0.3695644657
1497	0.3695580654
1498	0.3695564068
1499	0.3695546385
1500	0.3695533541
1501	0.3695507771
1502	0.3695474189
1503	0.3695447355
1504	0.3695440283
1505	0.3695409579
1506	0.3695371225
1507	0.3695357352
1508	0.3695333065
1509	0.369530922
1510	0.3695294481
1511	0.3695274986
1512	0.3695224571
1513	0.3695209723
